Date,Influent Ammonia (mg/L),Influent Nitrate (mg/L),Influent Organic Nitrogen (mg/L),Total Phosphorus (mg/L),Influent Flow (Million Gallons),Effluent Ammonia (mg/L),Effluent Nitrate (mg/L),Effluent Organic Nitrogen (mg/L) ,Effluent Total Phosphorus (mg/L),Effluent Flow (MGD),Effluent Flow (m3/day),Nitrate loading (kg/d),TP loading (kg/d)
12/7/15,,,,,22.70,,,,,25.81,97701.47856,0,#VALUE!
12/8/15,7.44,0.674,,29.50,21.70,0.24,7.35,,19.90,25.18,95316.66912,700.5775181,1896.801716
12/9/15,,,,,20.26,,,,,23.15,87632.28317,0,#VALUE!
12/10/15,14.30,,,,20.93,0.38,8.74,,,24.15,91417.69497,798.990654,#VALUE!
12/11/15,,,,,20.63,,,,,23.77,89979.23849,0,#VALUE!
12/12/15,,,,,19.34,,,,,22.42,84868.93256,0,#VALUE!
12/13/15,,,,,31.32,,,,,34.13,129196.1047,0,#VALUE!
12/14/15,,,,,27.59,,,,,31.94,120906.0529,0,#VALUE!
12/15/15,8.76,0.64,,26.70,23.09,0.14,5.87,,15.40,26.12,98874.95622,580.395993,1522.674326
12/16/15,,,,,22.90,,,,,25.84,97815.04091,0,#VALUE!
12/17/15,8.84,,,,20.95,0.24,8.72,,,24.42,92439.75616,806.0746737,#VALUE!
12/18/15,,,,,21.41,,,,,24.45,92553.31851,0,#VALUE!
12/19/15,,,,,21.58,,,,,24.35,92174.77733,0,#VALUE!
12/20/15,,,,,31.96,,,,,34.44,130369.5824,0,#VALUE!
12/21/15,,,,,28.81,,,,,32.91,124577.9023,0,#VALUE!
12/22/15,12.30,0.396,,26.00,24.11,0.16,8.33,,16.10,24.76,93726.79617,780.7442121,1509.001418
12/23/15,,,,,59.53,,9.91,,,65.75,248890.8259,2466.508084,#VALUE!
12/24/15,9.57,,,,35.87,<0.12,,,,38.63,146230.4578,0,#VALUE!
12/25/15,,,,,28.33,,,,,32.17,121776.6976,0,#VALUE!
12/26/15,,,,,102.31,,,,,102.27,387134.0648,0,#VALUE!
12/27/15,,,,,101.13,,,,,105.41,399020.2578,0,#VALUE!
12/28/15,,,,,118.77,,,,,110.41,417947.3168,0,#VALUE!
12/29/15,5.11,5.41,,8.12,90.19,2.68,7.27,,6.28,116.24,440016.2676,3198.918266,2763.302161
12/30/15,,,,,62.64,,,,,70.54,267022.9484,0,#VALUE!
12/31/15,4.57,,6.00,,49.86,<0.12,10.30,,,55.76,211074.562,2174.067988,#VALUE!
1/1/16,,,,,44.06,,,,,47.97,181586.204,0,#VALUE!
1/2/16,,,,,39.05,,,,,43.17,163416.2274,0,#VALUE!
1/3/16,,,,,33.56,,,,,38.01,143883.5025,0,#VALUE!
1/4/16,,,,,38.15,,,,,42.02,159063.0038,0,#VALUE!
1/5/16,8.17,0.678,4.31,17.10,33.60,<0.12,7.85,2.01,13.60,35.57,134647.0977,1056.979717,1831.200529
1/6/16,,,,,32.43,,,,,35.73,135252.7636,0,#VALUE!
1/7/16,7.68,,,,32.77,<0.12,9.28,,,35.29,133587.1824,1239.689053,#VALUE!
1/8/16,,,,,33.46,,,,,36.54,138318.9472,0,#VALUE!
1/9/16,,,,,42.01,,,,,45.33,171592.7169,0,#VALUE!
1/10/16,,,,,32.71,,,,,35.32,133700.7448,0,#VALUE!
1/11/16,,,,,31.95,,,,,33.12,125372.8388,0,#VALUE!
1/12/16,8.24,0.405,,24.10,29.79,<0.12,7.25,,16.20,32.20,121890.26,883.7043847,1974.622211
1/13/16,,,,,29.81,,,,,33.03,125032.1518,0,#VALUE!
1/14/16,6.22,,,,28.58,<0.12,2.52,,,32.79,124123.6529,312.7916054,#VALUE!
1/15/16,,,,,35.18,,,,,39.10,148009.6014,0,#VALUE!
1/16/16,,,,,28.59,,,,,32.29,122230.947,0,#VALUE!
1/17/16,,,,,28.76,,,,,30.61,115871.4552,0,#VALUE!
1/18/16,,,,,28.41,,,,,30.87,116855.6623,0,#VALUE!
1/19/16,7.89,2.13,,16.80,27.09,<0.12,10.10,,13.90,31.19,118066.994,1192.47664,1641.131217
1/20/16,,,,,29.36,,,,,31.77,120262.5329,0,#VALUE!
1/21/16,7.12,,,,29.12,<0.12,18.60,,,32.38,122571.6341,2279.832394,#VALUE!
1/22/16,,,,,27.14,,,,,30.87,116855.6623,0,#VALUE!
1/23/16,,,,,27.28,,,,,31.13,117839.8693,0,#VALUE!
1/24/16,,,,,27.29,,,,,31.05,117537.0364,0,#VALUE!
1/25/16,,,,,30.00,,,,,34.63,131088.8106,0,#VALUE!
1/26/16,10.60,0.605,,20.50,30.54,<0.12,9.84,,14.10,31.46,119089.0552,1171.836303,1679.155679
1/27/16,,,,,31.29,,,,,33.65,127379.1071,0,#VALUE!
1/28/16,5.55,,13.50,,30.64,<0.12,10.00,,,32.49,122988.0294,1229.880294,#VALUE!
1/29/16,,,,,28.52,,,,,30.28,114622.2693,0,#VALUE!
1/30/16,,,,,30.04,,,,,32.50,123025.8835,0,#VALUE!
1/31/16,,,,,30.57,,,,,32.12,121587.427,0,#VALUE!
2/1/16,,,,,28.77,,,,,30.40,115076.5187,0,#VALUE!
2/2/16,6.09,5.1,19.30,21.50,38.60,0.13,25.20,2.54,16.30,40.51,153347.032,3864.345207,2499.556622
2/3/16,,,,,30.73,,,,,32.47,122912.3211,0,#VALUE!
2/4/16,6.75,,,,30.21,0.13,22.20,,,32.05,121322.4482,2693.35835,#VALUE!
2/5/16,,,,,29.26,,,,,30.56,115682.1846,0,#VALUE!
2/6/16,,,,,30.11,,,,,31.60,119619.0129,0,#VALUE!
2/7/16,,,,,28.38,,,,,29.70,112426.7305,0,#VALUE!
2/8/16,,,,,28.01,,,,,29.30,110912.5657,0,#VALUE!
2/9/16,9.08,0.557,,30.40,27.91,0.14,9.90,,22.80,29.06,110004.0669,1089.040262,2508.092726
2/10/16,,,,,28.65,,,,,29.86,113032.3963,0,#VALUE!
2/11/16,7.98,,,,27.52,0.15,11.80,,,28.69,108603.4645,1281.520882,#VALUE!
2/12/16,,,,,26.30,,,,,27.49,104060.9704,0,#VALUE!
2/13/16,,,,,24.41,,,,,25.55,96717.27149,0,#VALUE!
2/14/16,,,,,25.06,,,,,25.81,97701.47856,0,#VALUE!
2/15/16,,,,,26.13,,,,,27.09,102546.8057,0,#VALUE!
2/16/16,9.05,8.69,,26.40,26.75,<0.12,17.20,,22.10,27.95,105802.2598,1819.798869,2338.229942
2/17/16,,,,,24.92,,,,,25.79,97625.77032,0,#VALUE!
2/18/16,8.04,,,,26.29,<0.12,13.20,,,27.11,102622.5139,1354.617183,#VALUE!
2/19/16,,,,,25.38,,,,,26.30,99556.33034,0,#VALUE!
2/20/16,,,,,24.51,,,,,25.61,96944.3962,0,#VALUE!
2/21/16,,,,,24.93,,,,,25.98,98344.99856,0,#VALUE!
2/22/16,,,,,25.19,,,,,26.11,98837.1021,0,#VALUE!
2/23/16,8.01,24.1,,29.10,25.94,0.21,24.90,,22.20,26.56,100540.5374,2503.459381,2231.99993
2/24/16,,,,,32.26,,,,,33.78,127871.2106,0,#VALUE!
2/25/16,5.19,,12.00,,31.44,<0.12,19.90,,,32.31,122306.6553,2433.90244,#VALUE!
2/26/16,,,,,29.35,,,,,29.71,112464.5846,0,#VALUE!
2/27/16,,,,,29.75,,,,,30.79,116552.8293,0,#VALUE!
2/28/16,,,,,30.20,,,,,31.45,119051.2011,0,#VALUE!
2/29/16,,,,,28.93,,,,,30.28,114622.2693,0,#VALUE!
3/1/16,6.78,0.775,14.50,24.50,29.25,<0.12,7.64,2.97,19.40,30.57,115720.0387,884.1010959,2244.968751
3/2/16,,,,,29.45,,,,,30.62,115909.3093,0,#VALUE!
3/3/16,6.04,,,,29.58,<0.12,6.30,,,30.75,116401.4129,733.328901,#VALUE!
3/4/16,,,,,26.99,,,,,27.61,104515.2198,0,#VALUE!
3/5/16,,,,,27.99,,,,,28.77,108906.2975,0,#VALUE!
3/6/16,,,,,28.08,,,,,28.75,108830.5893,0,#VALUE!
3/7/16,,,,,29.91,,,,,31.06,117574.8905,0,#VALUE!
3/8/16,6.36,2.78,,25.40,27.29,<0.12,10.60,,20.50,28.53,107997.7987,1144.776666,2213.954872
3/9/16,,,,,27.92,,,,,28.75,108830.5893,0,#VALUE!
3/10/16,5.94,,,,27.26,<0.12,11.10,,,28.12,106445.7798,1181.548156,#VALUE!
3/11/16,,,,,26.31,,,,,26.89,101789.7233,0,#VALUE!
3/12/16,,,,,31.36,,,,,31.47,119126.9093,0,#VALUE!
3/13/16,,,,,58.01,,,,,63.11,238897.3387,0,#VALUE!
3/14/16,,,,,40.31,,,,,42.37,160387.898,0,#VALUE!
3/15/16,4.67,0.301,,19.00,34.85,<0.12,5.65,,14.40,36.77,139189.5919,786.4211942,2004.330123
3/16/16,,,,,32.54,,,,,31.74,120148.9705,0,#VALUE!
3/17/16,5.63,,,21.70,31.48,0.52,4.38,,15.90,34.03,128817.5636,564.2209284,2048.199261
3/18/16,,,,,29.66,,,,,31.72,120073.2623,0,#VALUE!
3/19/16,,,,,29.19,,,,,31.22,118180.5564,0,#VALUE!
3/20/16,,,,,28.66,,,,,30.74,116363.5587,0,#VALUE!
3/21/16,,,,,28.06,,,,,30.30,114697.9775,0,#VALUE!
3/22/16,11.10,0.93,,23.10,28.16,<0.12,5.44,,18.30,30.16,114168.0199,621.0740282,2089.274764
3/23/16,,,,,29.01,,,,,30.49,115417.2058,0,#VALUE!
3/24/16,7.95,,,,43.49,0.17,6.91,,,46.54,176173.0652,1217.35588,#VALUE!
3/25/16,,,,,29.19,,,,,30.31,114735.8317,0,#VALUE!
3/26/16,,,,,27.88,,,,,28.88,109322.6928,0,#VALUE!
3/27/16,,,,,30.17,,,,,31.63,119732.5752,0,#VALUE!
3/28/16,,,,,27.51,,,,,29.59,112010.3352,0,#VALUE!
3/29/16,6.48,2.25,,23.00,27.64,0.14,7.34,,18.10,29.11,110193.3375,808.8190972,1994.499409
3/30/16,,,,,50.92,,,,,55.03,208311.2114,0,#VALUE!
3/31/16,4.03,,6.58,,45.16,0.20,4.57,,,47.32,179125.6864,818.6043867,#VALUE!
4/1/16,,,,,37.31,,,,,39.16,148236.7261,0,#VALUE!
4/2/16,,,,,34.81,,,,,36.97,139946.6742,0,#VALUE!
4/3/16,,,,,33.86,,,,,35.71,135177.0554,0,#VALUE!
4/4/16,,,,,32.32,,,,,34.36,130066.7494,0,#VALUE!
4/5/16,6.38,0.671,6.69,23.50,31.70,<0.12,8.03,2.25,18.80,32.85,124350.7776,998.5367444,2337.794619
4/6/16,,,,,50.74,,,,,61.18,231591.4939,0,#VALUE!
4/7/16,2.25,,,,41.71,<0.12,4.43,,,43.76,165649.6204,733.8278182,#VALUE!
4/8/16,,,,,36.32,,,,,36.52,138243.2389,0,#VALUE!
4/9/16,,,,,33.66,,,,,35.44,134154.9942,0,#VALUE!
4/10/16,,,,,50.46,,,,,54.63,206797.0466,0,#VALUE!
4/11/16,,,,,43.75,,,,,45.77,173258.2981,0,#VALUE!
4/12/16,11.50,2.07,,23.80,36.00,0.48,7.96,,14.10,40.53,153422.7403,1221.245012,2163.260638
4/13/16,,,,,34.17,,,,,39.01,147668.9143,0,#VALUE!
4/14/16,7.70,,,,32.29,<0.12,8.44,,,34.61,131013.1024,1105.750584,#VALUE!
4/15/16,,,,,30.11,,,,,32.28,122193.0929,0,#VALUE!
4/16/16,,,,,29.08,,,,,31.17,117991.2858,0,#VALUE!
4/17/16,,,,,27.84,,,,,29.84,112956.6881,0,#VALUE!
4/18/16,,,,,28.04,,,,,30.06,113789.4787,0,#VALUE!
4/19/16,16.20,0.641,,29.80,24.74,<0.12,13.40,,19.70,26.52,100389.1209,1345.214221,1977.665682
4/20/16,,,,,34.86,,,,,37.37,141460.839,0,#VALUE!
4/21/16,7.53,,,20.70,41.33,0.15,10.30,,15.50,44.31,167731.5969,1727.635448,2599.839751
4/22/16,,,,,34.09,,,,,36.54,138318.9472,0,#VALUE!
4/23/16,,,,,28.71,,,,,30.78,116514.9752,0,#VALUE!
4/24/16,,,,,27.03,,,,,28.98,109701.234,0,#VALUE!
4/25/16,,,,,26.29,,,,,28.18,106672.9045,0,#VALUE!
4/26/16,12.90,0.821,,27.90,28.15,0.16,8.95,,20.00,30.18,114243.7281,1022.481367,2284.874562
4/27/16,,,,,33.57,,,,,35.99,136236.9707,0,#VALUE!
4/28/16,8.03,,13.50,,29.97,0.14,9.74,,,32.13,121625.2811,1184.630238,#VALUE!
4/29/16,,,,,28.01,,,,,30.03,113675.9164,0,#VALUE!
4/30/16,,,,,49.77,,,,,54.47,206191.3807,0,#VALUE!
5/1/16,,,,,33.27,,,,,37.43,141687.9637,0,#VALUE!
5/2/16,,,,,31.31,,,,,34.85,131921.6012,0,#VALUE!
5/3/16,11.40,0.355,13.30,27.20,30.70,0.34,8.94,2.80,16.10,33.73,127681.94,1141.476544,2055.679234
5/4/16,,,,,30.06,,,,,35.71,135177.0554,0,#VALUE!
5/5/16,9.20,,,,27.94,1.25,11.60,,,32.73,123896.5282,1437.199727,#VALUE!
5/6/16,,,,,25.01,,,,,28.04,106142.9469,0,#VALUE!
5/7/16,,,,,25.08,,,,,28.47,107770.6739,0,#VALUE!
5/8/16,,,,,34.77,,,,,38.23,144716.2931,0,#VALUE!
5/9/16,,,,,43.24,,,,,45.28,171403.4463,0,#VALUE!
5/10/16,4.76,0.94,,17.30,50.93,0.14,7.59,,12.70,57.56,217888.3032,1653.772221,2767.181451
5/11/16,,,,,42.00,,,,,45.36,171706.2792,0,#VALUE!
5/12/16,4.65,,,,37.75,0.18,7.36,,,43.58,164968.2462,1214.166292,#VALUE!
5/13/16,,,,,45.10,,,,,52.64,199264.0772,0,#VALUE!
5/14/16,,,,,37.84,,,,,41.73,157965.2344,0,#VALUE!
5/15/16,,,,,33.29,,,,,36.96,139908.8201,0,#VALUE!
5/16/16,,,,,32.37,,,,,35.53,134495.6813,0,#VALUE!
5/17/16,7.27,0.36,,23.20,30.85,0.24,6.19,,16.40,34.60,130975.2483,810.7367869,2147.994072
5/18/16,,,,,26.47,,,,,29.83,112918.834,0,#VALUE!
5/19/16,17.00,,,,25.36,0.25,8.47,,,29.94,113335.2293,959.9493921,#VALUE!
5/20/16,,,,,24.75,,,,,28.09,106332.2175,0,#VALUE!
5/21/16,,,,,23.82,,,,,27.28,103266.0339,0,#VALUE!
5/22/16,,,,,24.17,,,,,28.03,106105.0928,0,#VALUE!
5/23/16,,,,,24.75,,,,,27.80,105234.448,0,#VALUE!
5/24/16,12.70,0.974,,33.60,24.77,0.31,9.55,,22.40,28.08,106294.3633,1015.11117,2380.993739
5/25/16,,,,,24.23,,,,,27.40,103720.2833,0,#VALUE!
5/26/16,13.20,,,,30.04,0.24,11.30,,,32.96,124767.1729,1409.869054,#VALUE!
5/27/16,,,,,34.09,,,,,37.49,141915.0884,0,#VALUE!
5/28/16,,,,,24.74,,,,,28.43,107619.2575,0,#VALUE!
5/29/16,,,,,22.05,,,,,25.42,96225.16796,0,#VALUE!
5/30/16,,,,,26.90,,,,,30.29,114660.1234,0,#VALUE!
5/31/16,9.25,5.07,,28.70,24.99,0.29,6.74,,18.80,28.46,107732.8198,726.1192056,2025.377013
6/1/16,,,,,32.72,,,,,36.65,138735.3425,0,#VALUE!
6/2/16,8.64,,12.60,,23.91,0.27,6.88,,,26.76,101297.6198,696.927624,#VALUE!
6/3/16,,,,,24.19,,,,,26.52,100389.1209,0,#VALUE!
6/4/16,,,,,51.33,,,,,56.57,214140.7455,0,#VALUE!
6/5/16,,,,,27.66,,,,,31.62,119694.7211,0,#VALUE!
6/6/16,,,,,26.39,,,,,30.52,115530.7681,0,#VALUE!
6/7/16,9.60,0.54,13.20,29.30,23.28,0.30,5.86,2.73,17.80,27.11,102622.5139,601.3679314,1826.680747
6/8/16,,,,,21.21,,,,,24.63,93234.69263,0,#VALUE!
6/9/16,9.74,,,24.80,20.78,0.33,7.70,,16.30,23.99,90812.02908,699.2526239,1480.236074
6/10/16,,,,,22.00,,,,,24.88,94181.04558,0,#VALUE!
6/11/16,,,,,22.69,,,,,25.84,97815.04091,0,#VALUE!
6/12/16,,,,,22.52,,,,,26.07,98685.68563,0,#VALUE!
6/13/16,,,,,22.34,,,,,25.61,96944.3962,0,#VALUE!
6/14/16,19.20,0.836,,32.10,22.36,0.32,10.70,,20.10,25.65,97095.81267,1038.925196,1951.625835
6/15/16,,,,,22.19,,,,,25.85,97852.89503,0,#VALUE!
6/16/16,22.50,,,30.90,21.10,0.27,14.80,,19.60,24.80,93878.21264,1389.397547,1840.012968
6/17/16,,,,,20.85,,,,,24.10,91228.42438,0,#VALUE!
6/18/16,,,,,20.17,,,,,22.96,86913.05493,0,#VALUE!
6/19/16,,,,,20.78,,,,,23.97,90736.32085,0,#VALUE!
6/20/16,,,,,20.54,,,,,23.98,90774.17496,0,#VALUE!
6/21/16,10.40,1.55,,35.30,19.72,0.31,9.05,,21.20,22.88,86610.22198,783.822509,1836.136706
6/22/16,,,,,22.61,,,,,26.54,100464.8292,0,#VALUE!
6/23/16,12.10,,,,19.87,0.30,8.04,,,23.66,89562.84319,720.0852592,#VALUE!
6/24/16,,,,,20.15,,,,,23.26,88048.67847,0,#VALUE!
6/25/16,,,,,19.18,,,,,22.47,85058.20315,0,#VALUE!
6/26/16,,,,,20.02,,,,,23.69,89676.40554,0,#VALUE!
6/27/16,,,,,19.03,,,,,24.75,93688.94205,0,#VALUE!
6/28/16,14.30,1.52,,39.50,18.95,0.33,8.82,,21.00,22.30,84414.68314,744.5375053,1772.708346
6/29/16,,,,,18.55,,,,,21.61,81802.749,0,#VALUE!
6/30/16,17.60,,,,18.42,0.36,9.57,,,21.20,80250.73016,767.9994876,#VALUE!
7/1/16,,,,,18.70,,,,,21.76,82370.56077,0,#VALUE!
7/2/16,,,,,21.26,,,,,24.00,90849.8832,0,#VALUE!
7/3/16,,,,,30.16,,,,,35.14,133019.3707,0,#VALUE!
7/4/16,,,,,20.09,,,,,23.73,89827.82201,0,#VALUE!
7/5/16,16.60,0.633,,37.10,19.41,0.35,8.70,,22.40,22.72,86004.5561,748.239638,1926.502057
7/6/16,,,,,33.76,,,,,37.73,142823.5872,0,#VALUE!
7/7/16,9.99,,11.10,,24.94,0.27,6.20,,,28.94,109549.8175,679.2088685,#VALUE!
7/8/16,,,,,19.63,,,,,25.09,94975.98206,0,#VALUE!
7/9/16,,,,,18.12,,,,,22.45,84982.49491,0,#VALUE!
7/10/16,,,,,20.44,,,,,24.92,94332.46206,0,#VALUE!
7/11/16,,,,,20.85,,,,,26.21,99215.64328,0,#VALUE!
7/12/16,8.23,1.66,15.70,34.10,19.91,0.24,16.30,2.62,19.50,25.24,95543.79383,1557.363839,1863.10398
7/13/16,,,,,30.05,,,,,32.48,122950.1753,0,#VALUE!
7/14/16,7.25,,,,21.53,0.28,7.22,,,27.16,102811.7845,742.301084,#VALUE!
7/15/16,,,,,19.67,,,,,25.16,95240.96089,0,#VALUE!
7/16/16,,,,,19.53,,,,,24.18,91531.25732,0,#VALUE!
7/17/16,,,,,19.24,,,,,25.15,95203.10677,0,#VALUE!
7/18/16,,,,,19.21,,,,,24.40,92364.04792,0,#VALUE!
7/19/16,8.76,0.927,,40.30,19.92,0.29,8.59,,24.40,25.18,95316.66912,818.7701878,2325.726727
7/20/16,,,,,19.08,,,,,20.87,79001.54427,0,#VALUE!
7/21/16,9.67,,,,25.58,0.25,10.20,,,29.85,112994.5422,1152.544331,#VALUE!
7/22/16,,,,,23.28,,,,,29.46,111518.2316,0,#VALUE!
7/23/16,,,,,19.97,,,,,25.17,95278.81501,0,#VALUE!
7/24/16,,,,,34.80,,,,,38.79,146836.1237,0,#VALUE!
7/25/16,,,,,31.24,,,,,38.84,147025.3943,0,#VALUE!
7/26/16,13.20,2.68,,31.50,21.65,0.24,8.44,,16.80,29.86,113032.3963,953.9934252,1898.944259
7/27/16,,,,,20.44,,,,,26.06,98647.83151,0,#VALUE!
7/28/16,11.60,,14.70,,20.51,0.33,10.50,,,26.30,99556.33034,1045.341469,#VALUE!
7/29/16,,,,,19.95,,,,,26.18,99102.08092,0,#VALUE!
7/30/16,,,,,19.50,,,,,25.28,95695.2103,0,#VALUE!
7/31/16,,,,,19.68,,,,,24.89,94218.8997,0,#VALUE!
8/1/16,,,,,20.07,,,,,25.55,96717.27149,0,#VALUE!
8/2/16,12.60,1.12,13.70,37.50,19.27,0.33,10.20,2.73,21.70,24.96,94483.87853,963.735561,2050.300164
8/3/16,,,,,18.24,,,,,23.52,89032.88554,0,#VALUE!
8/4/16,14.10,,,,19.82,0.32,10.10,,,25.34,95922.33501,968.8155836,#VALUE!
8/5/16,,,,,19.18,,,,,21.08,79796.48074,0,#VALUE!
8/6/16,,,,,18.69,,,,,22.62,85626.01492,0,#VALUE!
8/7/16,,,,,19.34,,,,,22.96,86913.05493,0,#VALUE!
8/8/16,,,,,19.90,,,,,25.76,97512.20797,0,#VALUE!
8/9/16,11.10,1.43,,42.40,18.40,0.37,9.31,,23.60,19.83,75064.71599,698.8525059,1771.527297
8/10/16,,,,,18.21,,,,,21.81,82559.83136,0,#VALUE!
8/11/16,8.83,,,,19.07,0.30,10.70,,,22.99,87026.61728,931.1848049,#VALUE!
8/12/16,,,,,24.94,,,,,28.86,109246.9845,0,#VALUE!
8/13/16,,,,,20.21,,,,,24.29,91947.65262,0,#VALUE!
8/14/16,,,,,19.95,,,,,23.36,88427.21965,0,#VALUE!
8/15/16,,,,,50.74,,,,,55.05,208386.9196,0,#VALUE!
8/16/16,6.15,4.51,,23.50,25.37,0.26,5.42,,14.00,30.15,114130.1658,618.5854985,1597.822321
8/17/16,,,,,22.32,,,,,27.93,105726.5516,0,#VALUE!
8/18/16,7.51,,,,22.24,0.28,8.29,,,25.99,98382.85268,815.5938487,#VALUE!
8/19/16,,,,,22.68,,,,,26.68,100994.7868,0,#VALUE!
8/20/16,,,,,22.57,,,,,26.29,99518.47622,0,#VALUE!
8/21/16,,,,,21.84,,,,,25.39,96111.6056,0,#VALUE!
8/22/16,,,,,19.88,,,,,24.45,92553.31851,0,#VALUE!
8/23/16,7.95,8.73,,34.00,20.60,0.51,7.12,,18.80,24.97,94521.73265,672.9947364,1777.008574
8/24/16,,,,,21.64,,,,,26.16,99026.37269,0,#VALUE!
8/25/16,7.16,,,,20.59,0.30,7.57,,,23.68,89638.55142,678.5638343,#VALUE!
8/26/16,,,,,38.90,,,,,42.56,161107.1262,0,#VALUE!
8/27/16,,,,,25.78,,,,,30.34,114849.394,0,#VALUE!
8/28/16,,,,,22.93,,,,,27.49,104060.9704,0,#VALUE!
8/29/16,,,,,24.03,,,,,30.28,114622.2693,0,#VALUE!
8/30/16,9.82,1.13,,27.20,21.85,0.21,6.95,,18.60,26.27,99442.76799,691.1272375,1849.635485
8/31/16,,,,,18.74,,,,,23.00,87064.4714,0,#VALUE!
9/1/16,7.66,,,,19.68,0.31,6.27,,,23.93,90584.90437,567.9673504,#VALUE!
9/2/16,,,,,18.54,,,,,22.50,85171.7655,0,#VALUE!
9/3/16,,,,,17.89,,,,,21.98,83203.35136,0,#VALUE!
9/4/16,,,,,18.99,,,,,22.36,84641.80785,0,#VALUE!
9/5/16,,,,,19.71,,,,,23.75,89903.53025,0,#VALUE!
9/6/16,11.10,1.28,,33.60,20.01,0.31,8.10,,22.70,23.83,90206.36319,730.6715419,2047.684445
9/7/16,,,,,19.27,,,,,23.28,88124.3867,0,#VALUE!
9/8/16,7.81,,20.20,,43.54,0.78,10.60,,,47.10,178292.8958,1889.904695,#VALUE!
9/9/16,,,,,24.71,,,,,27.54,104250.241,0,#VALUE!
9/10/16,,,,,29.21,,,,,34.10,129082.5424,0,#VALUE!
9/11/16,,,,,21.80,,,,,25.19,95354.52324,0,#VALUE!
9/12/16,,,,,22.28,,,,,27.25,103152.4716,0,#VALUE!
9/13/16,12.80,4,17.40,34.20,20.13,0.25,10.50,3.62,18.70,23.44,88730.05259,931.6655522,1659.251983
9/14/16,,,,,18.92,,,,,21.93,83014.08077,0,#VALUE!
9/15/16,7.42,,,,19.36,0.23,11.20,,,21.59,81727.04076,915.3428565,#VALUE!
9/16/16,,,,,27.50,,,,,31.34,118634.8058,0,#VALUE!
9/17/16,,,,,20.28,,,,,24.42,92439.75616,0,#VALUE!
9/18/16,,,,,20.03,,,,,23.55,89146.44789,0,#VALUE!
9/19/16,,,,,19.63,,,,,23.32,88275.80318,0,#VALUE!
9/20/16,8.31,0.598,,37.40,17.11,0.31,7.83,,24.00,20.79,78698.71132,616.2109097,1888.769072
9/21/16,,,,,17.99,,,,,21.27,80515.70899,0,#VALUE!
9/22/16,6.85,,,,19.46,0.24,7.22,,,22.92,86761.63846,626.4190297,#VALUE!
9/23/16,,,,,19.11,,,,,22.77,86193.82669,0,#VALUE!
9/24/16,,,,,20.14,,,,,23.36,88427.21965,0,#VALUE!
9/25/16,,,,,19.89,,,,,23.50,88957.1773,0,#VALUE!
9/26/16,,,,,19.52,,,,,22.78,86231.6808,0,#VALUE!
9/27/16,12.80,2.9,,38.20,19.55,0.28,9.67,,22.70,22.69,85890.99374,830.5659095,1949.725558
9/28/16,,,,,19.27,,,,,22.88,86610.22198,0,#VALUE!
9/29/16,11.10,,15.80,,21.49,0.29,10.60,,,25.51,96565.85502,1023.598063,#VALUE!
9/30/16,,,,,20.74,,,,,24.94,94408.17029,0,#VALUE!
10/1/16,,,,,18.50,,,,,22.10,83657.60078,0,#VALUE!
10/2/16,,,,,19.12,,,,,22.75,86118.11845,0,#VALUE!
10/3/16,,,,,18.94,,,,,22.66,85777.43139,0,#VALUE!
10/4/16,11.70,0.4,17.00,40.00,19.20,0.29,15.10,3.10,27.00,22.90,86685.93022,1308.957546,2340.520116
10/5/16,,,,,19.57,,,,,22.96,86913.05493,0,#VALUE!
10/6/16,9.80,,,,19.68,0.31,8.96,,,22.83,86420.95139,774.3317245,#VALUE!
10/7/16,,,,,19.24,,,,,22.74,86080.26433,0,#VALUE!
10/8/16,,,,,18.86,,,,,22.09,83619.74666,0,#VALUE!
10/9/16,,,,,19.38,,,,,22.53,85285.32785,0,#VALUE!
10/10/16,,,,,19.14,,,,,23.22,87897.262,0,#VALUE!
10/11/16,9.01,0.948,,34.20,18.49,0.33,8.56,,25.50,20.47,77487.37955,663.2919689,1975.928178
10/12/16,,,,,19.35,,,,,22.86,86534.51375,0,#VALUE!
10/13/16,8.75,,,,18.52,0.29,6.82,,,21.37,80894.25017,551.6987861,#VALUE!
10/14/16,,,,,18.98,,,,,21.63,81878.45723,0,#VALUE!
10/15/16,,,,,19.65,,,,,22.20,84036.14196,0,#VALUE!
10/16/16,,,,,30.91,,,,,34.54,130748.1236,0,#VALUE!
10/17/16,,,,,20.46,,,,,25.17,95278.81501,0,#VALUE!
10/18/16,8.94,0.919,,34.20,17.41,0.30,6.06,,20.90,20.57,77865.92073,471.8674796,1627.397743
10/19/16,,,,,25.15,,,,,27.51,104136.6786,0,#VALUE!
10/20/16,7.76,,,,22.90,0.16,6.65,,,27.68,104780.1986,696.7883208,#VALUE!
10/21/16,,,,,18.59,,,,,24.33,92099.06909,0,#VALUE!
10/22/16,,,,,19.13,,,,,22.07,83544.03843,0,#VALUE!
10/23/16,,,,,19.66,,,,,22.55,85361.03609,0,#VALUE!
10/24/16,,,,,19.63,,,,,22.29,84376.82902,0,#VALUE!
10/25/16,9.61,0.661,,46.70,20.36,0.32,8.55,,28.50,22.38,84717.51608,724.3347625,2414.449208
10/26/16,,,,,22.25,,,,,25.09,94975.98206,0,#VALUE!
10/27/16,7.70,,12.20,,19.67,0.25,9.22,,,23.31,88237.94906,813.5538903,#VALUE!
